X,Y,OBJECTID,FACILITY,MAPLABEL,AIRPORTID,CITY,COUNTY,FNCTNLCLSS,STATECLASS,FAASRVCLVL,FAASITENO,DISTRICT,MANAGER,MNGREMAIL,PHONE,F5010URL,LATDD,LONGDD,LATDMS,PMTLAT,LONGDMS,ARPLATDMS,ARPLONGDMS,PMTLONG
-13429872.466,4196171.5756,190,SAN LUIS OBISPO COUNTY REGIONAL AIRPORT,SAN LUIS OBISPO REGIONAL -139,SBP,San Luis Obispo,San Luis Obispo,Commercial/Primary,PRIMARY-NON HUB-REGIONAL-Business/Corporate,Commercial Service Primar,02211.*A,5,Kevin Bumen,kbumen@co.slo.ca.us,805-781-5205,http://www.gcr1.com/5010web/airport.cfm?Site=SBP,35.237266,-120.642597,35-14-13.409N,35-14-13N,120-38-32.615W,35-14-14.1573N,120-38-33.3507W,120-38-33W
-13536094.526,4450484.933,191,SAN MARTIN AIRPORT,SAN MARTIN,E16,San Martin,Santa Clara,Regional,REGIONAL,Reliever,02213.4*A,4,Eric Peterson,eric@countyairports.org,408-918-7722,http://www.gcr1.com/5010web/airport.cfm?Site=E16,37.081586,-121.596806,37-04-53.710N,37-04-54N,121-35-48.500W,37-04-53.7100N,121-35-48.5000W,121-35-49W
-13340694.7559,4086174.0449,192,SANTA BARBARA MUNICIPAL AIRPORT,SANTA BARBARA MUNI -139,SBA,Santa Barbara,Santa Barbara,Commercial/Primary,PRIMARY-NON HUB-REGIONAL-Business/Corporate,Commercial Service Primar,02235.*A,5,Aaron Keller,akeller@santabarbaraca.gov,805-967-7111,http://www.gcr1.com/5010web/airport.cfm?Site=SBA,34.426194,-119.8415,34-25-34.363N,34-25-34N,119-50-25.344W,34-25-34.3000N,119-50-29.4000W,119-50-25W
-13409261.3283,4150152.8387,193,SANTA MARIA PUBLIC AIRPORT,SANTA MARIA PUBLIC -139,SMX,Santa Maria,Santa Barbara,Commercial/Primary,PRIMARY-NON HUB-REGIONAL-Business/Corporate,Commercial Service Primar,02251.*A,5,Chris Hastert,chastert@santamariaairport.com,805-922-1726,http://www.gcr1.com/5010web/airport.cfm?Site=SMX,34.898917,-120.457444,34-53-57.294N,34-53-57N,120-27-27.297W,34-53-56.1000N,120-27-26.8000W,120-27-27W
-13185939.0677,4030928.2094,194,SANTA MONICA MUNICIPAL AIRPORT,SANTA MONICA MUNI,SMO,Santa Monica,Los Angeles,Metropolitan,METROPOLITAN-Business/Corporate,Reliever,02253.*A,7,Stelios Makrides,stelios.makrides@smgov.net,310-468-2692,http://www.gcr1.com/5010web/airport.cfm?Site=SMO,34.015833,-118.451306,34-00-56.959N,34-00-57N,118-27-04.666W,34-00-57.0000N,118-27-04.7000W,118-27-05W
-13253883.9208,4075487.8568,195,SANTA PAULA AIRPORT,SANTA PAULA,SZP,Santa Paula,Ventura,Community,COMMUNITY-Recreation,Not a NPIAS Facility,02256.*A,7,Rowena Mason,szpairport@verizon.net,805-933-1155,http://www.gcr1.com/5010web/airport.cfm?Site=SMO,34.346974,-119.061665,34-20-49.998N,34-20-50N,119-03-40.374W,34-20-49.1081N,119-03-41.9948W,119-03-40W
-13366750.4185,4110575.2026,196,SANTA YNEZ AIRPORT,SANTA YNEZ,IZA,Santa Ynez,Santa Barbara,Community,COMMUNITY,General Aviation,02264.*A,5,Shawn Knight,iradio@me.com,805-688-8390,http://www.gcr1.com/5010web/airport.cfm?Site=IZA,34.606806,-120.075562,34-36-24.553N,34-36-25N,120-04-32.022W,34-36-24.5000N,120-04-32.0220W,120-04-32W
-13676149.8076,5094965.1978,197,SCOTT VALLEY AIRPORT - BUD DAVIS FIELD,SCOTT VALLEY,A30,Fort Jones,Siskiyou,Community,COMMUNITY,General Aviation,01583.*A,2,Mellissa Cummins,mcummins@co.siskiyou.ca.us,530-842-8269,http://www.gcr1.com/5010web/airport.cfm?Site=A30,41.557778,-122.854944,41-33-29.500N,41-33-30N,122-51-19.117W,41-33-28.0000N,122-51-17.8000W,122-51-19W
-13320181.0228,4380840.2552,198,SELMA AIRPORT,SELMA,0Q4,Selma,Fresno,Community,COMMUNITY-Recreation,Not a NPIAS Facility,02287.2*A,6,Sondra Thomas,remleav@unwiredbb.com,559-314-4900,http://www.gcr1.com/5010web/airport.cfm?Site=0Q4,36.580833,-119.657222,36-34-53.821N,36-34-54N,119-39-30.483W,36-34-51.6018N,119-39-25.1208W,119-39-30W
-13282499.3751,4362430.3903,199,SEQUOIA FIELD,SEQUOIA FIELD,D86,Visalia,Tulare,Community,COMMUNITY-Agriculture,General Aviation,01509.1*A,6,Ross Miller,rmiller@co.tulare.ca.us,559-624-7070,http://www.gcr1.com/5010web/airport.cfm?Site=D86,36.447917,-119.318722,36-26-54.821N,36-26-55N,119-19-08.420W,36-26-52.5000N,119-19-07.4000W,119-19-08W
-13268361.7998,4232851.2556,200,SHAFTER AIRPORT - MINTER FIELD,SHAFTER MINTER FIELD,MIT,Shafter,Kern,Regional,REGIONAL-Business/Corporate,General Aviation,02292.*A,6,Johnathan Hudson,hudsonj@minterfield.com,661-393-0402,http://www.gcr1.com/5010web/airport.cfm?Site=MIT,35.505944,-119.191722,35-30-21.346N,35-30-27N,119-11-29.485W,35-30-21.4000N,119-11-30.2000W,119-11-32W
-13811891.5701,4870032.2053,201,SHELTER COVE AIRPORT,SHELTER COVE,0Q5,Shelter Cove,Humboldt,Community,COMMUNITY,General Aviation,02294.4*A,1,Justin Robbins,gm@sheltercove-ca.gov,707-986-7447,http://www.gcr1.com/5010web/airport.cfm?Site=0Q5,40.028139,-124.074333,40-01-39.516N,40-01-40N,124-04-24.110W,40-01-41.4000N,124-04-27.5000W,124-04-24W
-12943036.8219,4296303.1531,202,SHOSHONE AIRPORT,SHOSHONE,L61,Shoshone,Inyo,Limited Use,LIMITED USE,Not a NPIAS Facility,02295.*A,9,Mike Earrante,mearrante@inyocounty.us,760-878-0205,http://www.gcr1.com/5010web/airport.cfm?Site=L61,35.968611,-116.269278,35-58-06.864N,35-58-07N,116-16-10.098W,35-58-07.0000N,116-16-09.4000W,116-16-10W
-13343799.3452,4416851.4829,203,SIERRA SKY PARK AIRPORT,SIERRA SKY PARK,E79,Fresno,Fresno,Community,COMMUNITY,Not a NPIAS Facility,01591.5*A,6,James Shekoyan,jshekoyan@comcast.net,559-436-2015,http://www.gcr1.com/5010web/airport.cfm?Site=E79,36.840167,-119.869389,36-50-24.600N,36-50-25N,119-52-09.800W,36-50-24.6000N,119-52-09.8000W,119-52-10W
-13397749.1119,4805336.1932,204,SIERRAVILLE DEARWATER AIRPORT,SIERRAVILLE DEARWATER,O79,Sierraville,Sierra,Limited Use,LIMITED USE,Not a NPIAS Facility,02295.4*A,3,Tim Beals,tbeals@sierracounty.ca.gov,530-289-3201,http://www.gcr1.com/5010web/airport.cfm?Site=O79,39.581667,-120.354028,39-34-51.653N,39-34-52N,120-21-15.745W,39-34-54.0000N,120-21-14.5000W,120-21-16W
-13633087.5323,5128296.5313,205,SISKIYOU COUNTY AIRPORT,SISKIYOU COUNTY,SIY,Montague,Siskiyou,Community,COMMUNITY,General Aviation,01906.*A,2,Mellisa Cummins,mcummins@co.siskiyou.ca.us,530-842-8269,http://www.gcr1.com/5010web/airport.cfm?Site=SIY,41.781442,-122.468109,41-46-53.190N,41-46-53N,122-28-05.194W,41-46-53.2000N,122-28-05.2000W,122-28-05W
-13629299.7753,4615858.1239,206,SONOMA SKYPARK AIRPORT,SONOMA SKYPARK,0Q9,Sonoma,Sonoma,Community,COMMUNITY,Not a NPIAS Facility,02299.8*A,4,Ronald Price,ssp@vom.com,707-996-2100,http://www.gcr1.com/5010web/airport.cfm?Site=0Q9,38.257444,-122.434083,38-15-27.696N,38-15-28N,122-26-03.923W,38-15-26.8000N,122-26-02.7000W,122-26-04W
-13631040.7008,4611106.2459,207,SONOMA VALLEY AIRPORT,SONOMA VALLEY,0Q3,Schellville/Sonoma,Sonoma,Community,COMMUNITY,Not a NPIAS Facility,02281.6*A,4,Chris Prevost,chris@vintageaircraft.com,707-938-2444,http://www.gcr1.com/5010web/airport.cfm?Site=0Q3,38.223917,-122.449722,38-13-24.699N,38-13-25N,122-26-58.924W,38-13-26.1000N,122-26-59.0000W,122-26-59W
-13483458.8859,5032947.9853,208,SOUTHARD FIELD AIRPORT,SOUTHARD FIELD,O55,Bieber,Lassen,Limited Use,LIMITED USE,Not a NPIAS Facility,01318.*A,2,Peter Heimbigner,pheimbigner@co.lassen.ca.us,530-251-8299,http://www.gcr1.com/5010web/airport.cfm?Site=O55,41.139556,-121.123972,41-08-22.600N,41-08-23N,121-07-25.901W,41-08-22.4000N,121-07-26.3000W,121-07-26W
-13067015.7878,4109312.8565,209,SOUTHERN CALIFORNIA LOGISTICS AIRPORT,SOUTHERN CALIFORNIA LOGISTICS - 139,VCV,Victorville,San Bernardino,Regional,REGIONAL-Business/Corporate,Reliever,02407.*A,8,Eric Ray,eray@ci.victorville.ca.us,760-243-1910,http://www.gcr1.com/5010web/airport.cfm?Site=VCV,34.597472,-117.383,34-35-50.9000N,34-35-51N,117-22-58.8000W,34-35-50.9000N,117-22-58.8000W,117-22-59W
-13443888.9257,4960897.9076,210,SPAULDING AIRPORT,SPAULDING,1Q2,Susanville,Lassen,Limited Use,LIMITED USE,Not a NPIAS Facility,02332.1*A,2,Peter Heimbigner,pheimbigner@co.lassen.ca.us,530-251-8299,http://www.gcr1.com/5010web/airport.cfm?Site=VCV,40.650306,-120.768509,40-39-01.100N,40-39-01N,120-46-06.632W,40-39-01.1000N,120-46-06.6320W,120-46-07W
-13496186.4885,4564485.9285,211,STOCKTON METROPOLITAN AIRPORT,STOCKTON METROPOLITAN -139,SCK,Stockton,San Joaquin,Commercial/Primary,PRIMARY-NON HUB-METROPOLITAN-Business/Corporate,Commercial Service Primar,02314.*A,10,Ron Elliott,RElliott@sjgov.org,209-468-4707,http://www.gcr1.com/5010web/airport.cfm?Site=SCK,37.894167,-121.238306,37-53-39.00N,37-53-39N,121-14-17.90W,37-53-39.0000N,121-14-17.9000W,121-14-18W
-13042104.9348,4384029.1419,212,STOVEPIPE WELLS AIRPORT,STOVEPIPE WELLS,L09,Death Valley National Park,Inyo,Limited Use,LIMITED USE-Recreation,Not a NPIAS Facility,01494.62*A,9,Karen McKinlay-Jones,Karen_McKinlay-Jones@nps.gov,760-786-3245,http://www.gcr1.com/5010web/airport.cfm?Site=L09,36.603833,-117.159222,36-36-14.805N,36-36-15N,117-09-33.228W,36-36-13.8000N,117-09-33.2000W,117-09-33W
-13422090.8996,4920688.2468,213,SUSANVILLE MUNICIPAL AIRPORT,SUSANVILLE MUNI,SVE,Susanville,Lassen,Regional,REGIONAL,General Aviation,02332.*A,2,Steven Datema,sve@frontiernet.net,530-257-2030,http://www.gcr1.com/5010web/airport.cfm?Site=SVE,40.375694,-120.572694,40-22-36.628N,40-22-37N,120-34-22.812W,40-22-32.5000N,120-34-21.7000W,120-34-23W
-13537046.8642,4739401.3218,214,SUTTER COUNTY AIRPORT,SUTTER COUNTY,O52,Yuba City,Sutter,Community,COMMUNITY,General Aviation,02494.*A,3,Neal Hay,nhay@co.sutter.ca.us,530-822-4402,http://www.gcr1.com/5010web/airport.cfm?Site=O52,39.123667,-121.605361,39-07-35.612N,39-07-36N,121-36-32.878W,39-07-25.2000N,121-36-19.3000W,121-36-33W
-13295802.0543,4183157.3151,215,TAFT AIRPORT,TAFT,L17,Taft,Kern,Community,COMMUNITY,General Aviation,02338.*A,6,Mark Witsoe,witsoem@kerncounty.com,661-391-1817,http://www.gcr1.com/5010web/airport.cfm?Site=L17,35.141722,-119.438222,35-08-27.881N,35-08-28N,119-26-28.426W,35-08-30.0000N,119-26-16.1000W,119-26-28W
-13184593.883,4182242.2723,216,TEHACHAPI MUNICIPAL AIRPORT,TEHACHAPI MUNI,TSP,Tehachapi,Kern,Regional,REGIONAL-Business/Corporate,General Aviation,02341.*A,6,Ashley Whitmore,manager@tehachapiairport.com,661-822-2220 x133,http://www.gcr1.com/5010web/airport.cfm?Site=TSP,35.135,-118.439222,35-08-05.900N,35-08-06N,118-26-21.300W,35-08-06.0000N,118-26-21.2000W,118-26-21W
-13518818.2976,4535584.6236,217,TRACY MUNICIPAL AIRPORT,TRACY MUNI,TCY,Tracy,San Joaquin,Regional,REGIONAL-Business/Corporate,General Aviation,02359.*A,10,Paula Jessup,paula.jessup@cityoftracy.org,209-836-8949,http://www.gcr1.com/5010web/airport.cfm?Site=TCY,37.689,-121.441611,37-41-20.788N,37-41-21N,121-26-30.542W,37-41-20.4000N,121-26-29.8000W,121-26-31W
-13658202.6566,5009797.6257,218,TRINITY CENTER/JAMES E. SWETT AIRPORT,TRINITY CENTER,O86,Trinity Center,Trinity,Community,COMMUNITY-Recreation,General Aviation,02362.1*A,2,Rick Tippett,rtippett@trinitycounty.org,530-623-1365 x3425,http://www.gcr1.com/5010web/airport.cfm?Site=O86,40.98275,-122.693722,40-58-59.524N,40-59-00N,122-41-39.080W,40-58-57.9000N,122-41-37.4000W,122-41-39W
-13060812.8431,4274845.7857,219,TRONA AIRPORT,TRONA,L72,Trona,Inyo,Community,COMMUNITY,General Aviation,02363.*A,9,Sandra Sprose,tronabus@msn.com,661-805-8778,http://www.gcr1.com/5010web/airport.cfm?Site=L72,35.812453,-117.327278,35-48-44.832N,35-48-45N,117-19-38.202W,35-48-45.6000N,117-19-36.9000W,117-19-38W
-13373874.9773,4767619.0775,220,TRUCKEE-TAHOE AIRPORT,TRUCKEE - TAHOE,TRK,Truckee,Nevada,Regional,REGIONAL-Business/Corporate,General Aviation,02366.*A,3,Kevin Smith,ksmith@fly2trk.com,530-587-4119 x105,http://www.gcr1.com/5010web/airport.cfm?Site=TRK,39.320042,-120.139563,39-19-12.152N,39-19-12N,120-08-22.426W,39-19-12.1520N,120-08-22.4260W,120-08-22W
-13509807.6528,5144611.7475,221,TULELAKE AIRPORT,TULELAKE,O81,Tulelake,Modoc,Community,COMMUNITY-Agriculture,General Aviation,02375.*A,2,Mitch Crosby,mitchcrosby@co.modoc.ca.us,530-233-6412,http://www.gcr1.com/5010web/airport.cfm?Site=O81,41.890639,-121.360667,41-53-14.568N,41-53-15N,121-21-33.959W,41-53-26.3000N,121-21-38.4000W,121-21-34W
-13435953.2932,4506782.6632,222,TURLOCK MUNICIPAL AIRPORT,TURLOCK MUNI,O15,Turlock,Merced,Community,COMMUNITY,General Aviation,02376.*A,10,Eric Schulze,eschulze@turlock.ca.us,209-668-5599 x4604,http://www.gcr1.com/5010web/airport.cfm?Site=O15,37.483972,-120.697222,37-29-14.768N,37-29-15N,120-41-48.721W,37-29-02.3000N,120-41-50.0000W,120-41-49W
-12907028.0836,4046484.1224,223,TWENTYNINE PALMS AIRPORT,TWENTYNINE PALMS,TNP,Twentynine Palms,San Bernardino,Regional,REGIONAL,General Aviation,02379.2*A,8,Maureen Snelgrove,Maureen.Snelgrove@airports.sbcounty.gov,909-387-2591,http://www.gcr1.com/5010web/airport.cfm?Site=TNP,34.131583,-115.945806,34-07-55.507N,34-07-56N,115-56-44.995W,34-07-53.7000N,115-56-44.9000W,115-56-45W
-13714656.4439,4739729.9252,224,UKIAH MUNICIPAL AIRPORT,UKIAH MUNI,UKI,Ukiah,Mendocino,Regional,REGIONAL-Business/Corporate,General Aviation,02383.*A,1,Greg Owen,gowen@cityofukiah.com,707-467-2855,http://www.gcr1.com/5010web/airport.cfm?Site=UKI,39.125957,-123.200855,39-07-33.446N,39-07-33N,123-12-03.078W,39-07-33.4000N,123-12-03.1000W,123-12-03W
-13557208.7165,4654777.8797,225,UNIVERSITY AIRPORT,UNIVERSITY,EDU,Davis,Yolo,Community,COMMUNITY,General Aviation,01488.1*A,3,Cliff Contreras,cacontreras@ucdavis.edu,530-752-5435,http://www.gcr1.com/5010web/airport.cfm?Site=EDU,38.531461,-121.786478,38-31-53.264N,38-31-53N,121-47-11.366W,38-31-53.2585N,121-47-11.3225W,121-47-11W
-13190243.3472,4057008.7575,226,VAN NUYS AIRPORT,VAN NUYS,VNY,Van Nuys,Los Angeles,Metropolitan,METROPOLITAN-Business/Corporate,Reliever,02396.*A,7,Flora Margheritis,fmargheritis@lawa.org,818-442-6506,http://www.gcr1.com/5010web/airport.cfm?Site=VNY,34.209806,-118.489972,34-12-35.315N,34-12-35N,118-29-23.904W,34-12-35.3000N,118-29-23.9000W,118-29-24W
-13290755.6078,4344558.5187,227,VISALIA MUNICIPAL AIRPORT,VISALIA MUNI,VIS,Visalia,Tulare,Regional,REGIONAL-Business/Corporate,General Aviation,02413.*A,6,Katharine Bales,Katherine.Bales@visalia.city,559-713-4282,http://www.gcr1.com/5010web/airport.cfm?Site=VIS,36.318667,-119.392889,36-19-07.200N,36-19-07N,119-23-34.400W,36-19-07.2000N,119-23-34.4000W,119-23-34W
-13801922.3531,5137876.5185,228,WARD FIELD AIRPORT,WARD FIELD,0O9,Gasquet,Del Norte,Community,COMMUNITY,Not a NPIAS Facility,01606.*A,1,Randy Hooper,airport@co.del-norte.ca.us,707-464-7288,http://www.gcr1.com/5010web/airport.cfm?Site=0O9,41.845583,-123.984778,41-50-44.406N,41-50-44N,123-59-04.279W,41-50-44.1000N,123-59-05.2000W,123-59-04W
-13286389.4347,4248413.5488,229,WASCO-KERN AIRPORT,WASCO - KERN,L19,Wasco,Kern,Community,COMMUNITY,General Aviation,02422.*A,6,Ron Brewster,brewsterr@kerncounty.com,661-391-1824,http://www.gcr1.com/5010web/airport.cfm?Site=L19,35.619667,-119.353667,35-37-10.844N,35-37-11N,119-21-13.407W,35-37-11.5000N,119-21-13.4000W,119-21-13W
-13557560.5974,4430151.0461,230,WATSONVILLE MUNICIPAL AIRPORT,WATSONVILLE MUNI,WVI,Watsonville,Santa Cruz,Regional,REGIONAL-Business/Corporate,General Aviation,02429.*A,5,Rayvon Williams,rayvon.williams@cityofwatsonville.org,831-768-3574,http://www.gcr1.com/5010web/airport.cfm?Site=WVI,36.935722,-121.789639,36-56-08.628N,36-56-09N,121-47-22.624W,36-56-08.6000N,121-47-22.7000W,121-47-23W
-13566737.5536,4675064.1864,231,WATTS - WOODLAND AIRPORT,WATTS - WOODLAND,O41,Woodland,Yolo,Community,COMMUNITY,Not a NPIAS Facility,02467.*A,3,William Bruce,brucewatts1@mac.com,530-867-6652,http://www.gcr1.com/5010web/airport.cfm?Site=O41,38.673876,-121.872077,38-40-25.955N,38-40-26N,121-52-19.478W,38-40-25.9550N,121-52-19.4780W,121-52-19W
-13631575.7023,5083517.0508,232,WEED AIRPORT,WEED,O46,Weed,Siskiyou,Community,COMMUNITY,General Aviation,02434.*A,2,Mellisa Cummins,mcummins@co.siskiyou.ca.us,530-842-8269,http://www.gcr1.com/5010web/airport.cfm?Site=O46,41.480778,-122.454528,41-28-29.532N,41-28-30N,122-27-11.066W,41-28-50.9000N,122-27-16.3000W,122-27-11W
-13446717.3313,4632793.4711,233,WESTOVER FIELD AMADOR COUNTY AIRPORT,WESTOVER FIELD,JAQ,Jackson,Amador,Regional,REGIONAL-Business/Corporate,General Aviation,01701.*A,10,David Sheppard,DSheppard@amadorgov.org,209-223-2376,http://www.gcr1.com/5010web/airport.cfm?Site=JAQ,38.376806,-120.793917,38-22-36.484N,38-22-36N,120-47-38.067W,38-22-36.5000N,120-47-38.1000W,120-47-38W
-13181723.0646,4063676.4177,234,WHITEMAN AIRPORT,WHITEMAN,WHP,Los Angeles,Los Angeles,Metropolitan,METROPOLITAN-Business/Corporate,Reliever,01818.1*A,7,J. Morgan,jmorgan@dpw.lacounty.gov,626-300-4608,http://www.gcr1.com/5010web/airport.cfm?Site=WHP,34.259325,-118.413433,34-15-33.571N,34-15-34N,118-24-48.359W,34-15-33.5710N,118-24-48.3590W,118-24-48W
-13399681.7296,4405513.4713,235,WILLIAM R. JOHNSTON (MENDOTA) AIRPORT,WILLIAM R. JOHNSTON,M90,Mendota,Fresno,Community,COMMUNITY,General Aviation,01882.2*A,6,Jennifer Lekumberry,jennifer@cityofmendota.com,559-630-2849,http://www.gcr1.com/5010web/airport.cfm?Site=M90,36.758611,-120.371389,36-45-28.819N,36-45-29N,120-22-16.606W,36-45-31.0000N,120-22-17.0000W,120-22-17W
-13733739.8329,4786523.8571,236,WILLITS MUNICIPAL AIRPORT,WILLITS MUNI,O28,Willits,Mendocino,Community,COMMUNITY-Recreation,General Aviation,02455.1*A,1,Bill Wilson,bwilson@cityofwillits.org,707-459-4601,http://www.gcr1.com/5010web/airport.cfm?Site=O28,39.451298,-123.372284,39-27-04.672N,39-27-05N,123-22-20.224W,39-27-04.6720N,123-22-20.2240W,123-22-20W
-13605165.1531,4795819.9122,237,WILLOWS - GLENN COUNTY AIRPORT,WILLOWS,WLW,Willows,Glenn,Community,COMMUNITY,General Aviation,02461.*A,3,Mohammad Qureshi,airports@countyofglenn.net,530-934-6530,http://www.gcr1.com/5010web/airport.cfm?Site=WLW,39.51575,-122.217278,39-30-58.874N,39-30-59N,122-13-03.038W,39-30-56.7000N,122-13-02.2000W,122-13-03W
-13258908.994,4355632.2596,238,WOODLAKE AIRPORT,WOODLAKE,O42,Woodlake,Tulare,Community,COMMUNITY,General Aviation,02463.51*A,6,Adrian Ornelas,aornelas@ci.woodlake.ca.us,559-564-2317,http://www.gcr1.com/5010web/airport.cfm?Site=O42,36.398778,-119.106806,36-23-55.818N,36-23-56N,119-06-26.384W,36-23-55.6000N,119-06-24.5000W,119-06-26W
-13565052.9557,4661600.4919,239,YOLO COUNTY-DAVIS WOODLAND WINTERS AIRPORT,YOLO COUNTY,DWA,Davis/Woodland/Winters,Yolo,Community,COMMUNITY-Agriculture,General Aviation,01488.*A,3,Gary Engel,Gary.Engel@yolocounty.org,530-406-5044,http://www.gcr1.com/5010web/airport.cfm?Site=DWA,38.579389,-121.856944,38-34-44.661N,38-34-45N,121-51-23.876W,38-34-45.8000N,121-51-25.0000W,121-51-24W
-13533091.9054,4735687.1255,240,YUBA COUNTY AIRPORT,YUBA COUNTY,MYV,Marysville,Yuba,Regional,REGIONAL-Business/Corporate,General Aviation,01873.*A,3,Jennifer Demallie,jdemallie@syix.com,530-749-7880,http://www.gcr1.com/5010web/airport.cfm?Site=MYV,39.097778,-121.569833,39-05-51.982N,39-05-52N,121-34-11.370W,39-05-52.0000N,121-34-11.4000W,121-34-11W
-12958355.6084,4046248.7775,241,YUCCA VALLEY AIRPORT,YUCCA VALLEY,L22,Yucca Valley,San Bernardino,Community,COMMUNITY,Not a NPIAS Facility,02496.1*A,8,Bob Dunn,bob.dunn@verizon.net,760-365-7617,http://www.gcr1.com/5010web/airport.cfm?Site=L22,34.129833,-116.406889,34-07-47.4000N,34-07-47N,116-24-24.8000W,34-07-47.4000N,116-24-24.8000W,116-24-25W
-13173505.2372,4002432.4263,242,ZAMPERINI FIELD AIRPORT,ZAMPERINI FIELD,TOA,Torrance,Los Angeles,Metropolitan,METROPOLITAN-Business/Corporate,Reliever,02356.1*A,7,Shant Megerdichian,SMegerdichian@TorranceCA.gov,310-784-7908,http://www.gcr1.com/5010web/airport.cfm?Site=TOA,33.803389,-118.339611,33-48-12.2100N,33-48-12N,118-20-22.6000W,33-48-12.2000N,118-20-22.6000W,118-20-23W
